productid,productname,productprice,customerid,customername,quantity,totalprice,area
111,Customized Bottle,307,920,Ghi,12,7258,Ahmedabad
147,Phone Cases,424,918,Vishwam,43,4477,Vadodra
110,Sipper,560,918,Dev,3,1814,Ahmedabad
111,Lippan Art,1299,911,Dev,9,4065,Kheda
123,Banner Printing,195,917,Deep,2,507,Surat
113,Customized Bottle,174,914,Ghi,27,877,Surat
120,Show Piece,1035,911,Naitik,3,5295,Ahmedabad
139,Hoardings,209,915,Dhruv,16,5094,Ahmedabad
118,Hoardings,188,911,Naitik,36,7066,Surat
115,Office Gifts,374,914,Dev,7,7905,Ahmedabad
113,Photo Frames,559,918,Jkl,4,10237,Ahmedabad
110,Show Piece,319,916,Dhyey,7,8735,Ahmedabad
124,Banner Printing,1008,916,Dev,2,1817,Ahmedabad
110,Animal Toys,1299,917,Abc,6,5399,Ahmedabad
149,Office Gifts,992,915,Naitik,11,6763,Surat
126,Office Gifts,100,912,Dhyey,34,24166,Ahmedabad
149,Show Piece,426,918,Ghi,2,666,Ahmedabad
111,Show Piece,392,918,Dhruv,19,5605,Ahmedabad
117,Hoardings,342,916,Abc,6,25000,Vadodra
146,Visiting Card,581,917,Vishwam,3,4960,Ahmedabad
156,Phone Cases,543,918,Vishwam,11,13089,Ahmedabad
119,Hoardings,100,917,Ghi,5,500,Surat
157,Photo Frames,500,918,Hriday,2,18809,Ahmedabad
112,Animal Toys,1299,912,Dev,12,24804,Ahmedabad
156,Phone Cases,374,913,Vishwam,2,1013,Vadodra
116,Animal Toys,100,913,Dhruv,6,646,Surat
146,Customized Bottle,283,918,Zaki,66,3398,Nadiad
146,Hoardings,661,914,Hriday,2,500,Kheda
112,Show Piece,324,918,Ghi,4,1358,Ahmedabad
155,Customized Bottle,548,915,Zaki,2,522,Nadiad
110,Hoardings,375,917,Abc,2,20955,Ahmedabad
116,Sipper,492,915,Jkl,2,500,Vadodra
148,Office Gifts,470,912,Def,2,1100,Vadodra
155,Lightning Gift,410,920,Jkl,2,500,Vadodra
163,Customized Bottle,409,912,Zaki,8,20188,Ahmedabad
116,Office Gifts,371,912,Dhyey,21,3392,Nadiad
157,Lightning Gift,417,918,Deep,7,9995,Matar
110,Lippan Art,460,911,Dhyey,5,12181,Kheda
141,Lippan Art,622,915,Jkl,2,3369,Vadodra
158,Lightning Gift,449,913,Zaki,100,1749,Kheda
137,Animal Toys,100,920,Dhruv,15,500,Surat
143,Hoardings,100,920,Dhruv,2,1891,Surat
111,Hoardings,164,916,Dhruv,2,500,Surat
148,Lightning Gift,601,911,Hriday,3,1563,Ahmedabad
110,Visiting Card,634,917,Hriday,5,13004,Surat
110,Visiting Card,505,918,Abc,11,1086,Ahmedabad
154,Photo Frames,264,918,Vishwam,2,500,Matar
117,Animal Toys,293,919,Ghi,30,5234,Surat
112,Lightning Gift,1147,912,Naitik,2,16003,Ahmedabad
140,Office Gifts,626,916,Jkl,2,3759,Ahmedabad
135,Show Piece,386,916,Def,9,1961,Ahmedabad
115,Lippan Art,694,917,Def,2,9320,Ahmedabad
116,Banner Printing,100,919,Ghi,5,500,Surat
123,Photo Frames,484,920,Dhyey,8,2137,Surat
154,Lightning Gift,582,916,Dev,7,534,Vadodra
147,Banner Printing,592,918,Def,8,911,Ahmedabad
118,Sipper,771,914,Zaki,2,5740,Ahmedabad
120,Banner Printing,297,917,Dev,8,2314,Surat
121,Animal Toys,272,918,Zaki,2,500,Matar
150,Show Piece,601,916,Def,28,676,Vadodra
155,Lippan Art,590,922,Zaki,17,6091,Vadodra
142,Phone Cases,347,914,Ghi,2,1108,Vadodra
110,Office Gifts,686,916,Abc,2,6093,Ahmedabad
115,Banner Printing,995,914,Vishwam,2,500,Ahmedabad
114,Office Gifts,561,921,Deep,22,500,Matar
150,Show Piece,482,914,Ghi,86,2952,Vadodra
157,Hoardings,100,917,Naitik,5,851,Surat
163,Sipper,626,914,Zaki,7,5788,Nadiad
134,Show Piece,479,912,Def,2,500,Ahmedabad
126,Animal Toys,265,918,Naitik,2,500,Surat
119,Sipper,100,920,Deep,5,826,Surat
122,Photo Frames,625,919,Deep,2,508,Matar
141,Show Piece,573,913,Hriday,7,18085,Vadodra
122,Lippan Art,414,919,Abc,9,2800,Surat
118,Office Gifts,992,911,Deep,4,1809,Ahmedabad
114,Hoardings,298,917,Deep,2,838,Matar
141,Visiting Card,629,916,Hriday,2,5323,Ahmedabad
117,Lightning Gift,410,922,Hriday,2,2615,Vadodra
147,Customized Bottle,354,917,Dhruv,2,2274,Surat
114,Phone Cases,539,921,Vishwam,9,500,Vadodra
110,Lippan Art,1299,916,Abc,3,1141,Ahmedabad
112,Office Gifts,190,912,Dev,6,1768,Ahmedabad
124,Customized Bottle,139,921,Zaki,34,10398,Nadiad
113,Banner Printing,100,911,Dev,5,500,Surat
110,Visiting Card,642,916,Dhyey,2,1025,Ahmedabad
140,Phone Cases,408,911,Vishwam,2,529,Vadodra
111,Sipper,480,912,Naitik,12,2917,Kheda
146,Office Gifts,685,918,Jkl,2,1102,Vadodra
142,Lippan Art,493,916,Dhruv,9,3754,Ahmedabad
113,Photo Frames,458,918,Dhruv,3,974,Ahmedabad
153,Visiting Card,428,919,Ghi,3,16137,Surat
163,Customized Bottle,373,918,Zaki,2,978,Ahmedabad
154,Lightning Gift,507,918,Def,2,500,Vadodra
115,Sipper,440,920,Deep,6,500,Ahmedabad
139,Show Piece,596,914,Abc,2,4518,Ahmedabad
118,Office Gifts,100,916,Naitik,13,1224,Surat
136,Lippan Art,564,921,Dhyey,9,2838,Kheda
136,Lippan Art,707,920,Jkl,4,4983,Vadodra
110,Sipper,669,918,Abc,2,20353,Ahmedabad
163,Phone Cases,308,917,Vishwam,3,1581,Vadodra
141,Show Piece,403,916,Naitik,2,500,Ahmedabad
139,Sipper,676,915,Jkl,2,5044,Ahmedabad
110,Office Gifts,420,915,Hriday,2,17700,Ahmedabad
142,Hoardings,605,917,Jkl,2,1316,Ahmedabad
131,Hoardings,1299,915,Dev,4,500,Ahmedabad
123,Photo Frames,378,918,Def,2,4339,Ahmedabad
118,Hoardings,100,918,Ghi,4,1217,Surat
123,Office Gifts,626,912,Dhruv,10,5639,Ahmedabad
113,Lippan Art,682,916,Dhyey,8,833,Kheda
110,Office Gifts,488,919,Abc,2,933,Ahmedabad
117,Banner Printing,568,915,Dev,2,1235,Matar
150,Lightning Gift,657,921,Naitik,2,913,Vadodra
146,Lightning Gift,540,919,Zaki,3,500,Vadodra
122,Animal Toys,100,914,Ghi,6,13074,Surat
112,Lippan Art,1157,913,Dev,7,1182,Ahmedabad
163,Customized Bottle,511,915,Jkl,2,2501,Nadiad
149,Show Piece,388,916,Dhruv,2,1519,Surat
139,Hoardings,453,913,Hriday,2,2326,Kheda
110,Animal Toys,260,917,Vishwam,5,1254,Ahmedabad
139,Office Gifts,634,911,Hriday,2,20282,Ahmedabad
115,Lippan Art,358,918,Jkl,3,500,Ahmedabad
156,Customized Bottle,527,921,Jkl,8,719,Vadodra
157,Customized Bottle,403,912,Vishwam,8,690,Surat
151,Phone Cases,616,918,Vishwam,2,581,Nadiad
121,Sipper,471,913,Ghi,2,500,Matar
110,Lippan Art,451,911,Dhyey,17,6068,Kheda
110,Show Piece,489,917,Dev,2,3595,Vadodra
150,Photo Frames,601,920,Deep,2,500,Matar
111,Animal Toys,411,920,Abc,2,500,Ahmedabad
141,Visiting Card,1248,913,Jkl,7,4519,Ahmedabad
117,Banner Printing,475,911,Zaki,2,500,Ahmedabad
117,Sipper,532,922,Hriday,2,739,Matar
145,Visiting Card,163,917,Dhruv,2,1177,Ahmedabad
124,Hoardings,473,917,Deep,6,4595,Surat
110,Photo Frames,352,914,Deep,17,871,Matar
149,Hoardings,412,911,Zaki,6,1810,Vadodra
120,Animal Toys,1204,917,Zaki,2,1854,Matar
123,Phone Cases,573,920,Vishwam,2,500,Matar
121,Photo Frames,402,915,Hriday,4,8469,Ahmedabad
110,Photo Frames,314,912,Deep,2,500,Matar
110,Banner Printing,100,916,Dhruv,8,500,Surat
145,Show Piece,357,921,Ghi,75,500,Surat
147,Lightning Gift,587,919,Zaki,2,561,Vadodra
110,Sipper,332,920,Deep,20,4670,Matar
135,Phone Cases,573,920,Vishwam,2,500,Vadodra
113,Photo Frames,398,918,Dev,5,7912,Matar
111,Photo Frames,641,920,Deep,3,876,Matar
140,Lightning Gift,651,919,Abc,2,18803,Ahmedabad
122,Office Gifts,1219,913,Dev,6,1530,Surat
125,Customized Bottle,635,913,Ghi,30,8562,Nadiad
160,Customized Bottle,435,917,Zaki,2,10651,Kheda
148,Office Gifts,460,918,Jkl,4,500,Vadodra
110,Lippan Art,100,911,Dhruv,28,1015,Surat
134,Lightning Gift,492,915,Zaki,2,1241,Ahmedabad
141,Office Gifts,228,912,Ghi,2,10123,Surat
116,Banner Printing,112,914,Jkl,8,500,Surat
118,Lightning Gift,1299,919,Ghi,4,7678,Vadodra
144,Lightning Gift,616,919,Hriday,7,500,Vadodra
110,Lightning Gift,757,917,Deep,2,1179,Ahmedabad
139,Lightning Gift,476,918,Dev,42,25000,Ahmedabad
151,Lippan Art,462,913,Dhruv,15,20997,Kheda
110,Animal Toys,247,914,Naitik,2,500,Surat
110,Visiting Card,1049,911,Abc,3,636,Ahmedabad
137,Office Gifts,295,920,Dhyey,2,7531,Ahmedabad
140,Banner Printing,111,913,Dhruv,9,500,Surat
125,Animal Toys,456,914,Ghi,38,25000,Nadiad
112,Customized Bottle,355,911,Naitik,7,3669,Surat
120,Banner Printing,1299,914,Vishwam,6,3860,Ahmedabad
135,Hoardings,440,918,Deep,4,500,Vadodra
138,Show Piece,478,920,Def,2,835,Ahmedabad
163,Customized Bottle,236,913,Zaki,29,10476,Nadiad
110,Visiting Card,659,914,Zaki,8,23814,Ahmedabad
119,Show Piece,1138,916,Dev,22,8911,Ahmedabad
151,Hoardings,671,918,Zaki,6,1119,Vadodra
162,Office Gifts,556,921,Zaki,33,1878,Nadiad
128,Lightning Gift,1299,918,Ghi,8,1483,Ahmedabad
110,Photo Frames,502,918,Ghi,2,747,Matar
118,Sipper,1084,915,Dhruv,2,500,Ahmedabad
110,Lightning Gift,194,913,Ghi,2,15147,Ahmedabad
143,Photo Frames,511,912,Deep,2,8464,Kheda
120,Office Gifts,100,912,Naitik,4,7671,Ahmedabad
133,Lightning Gift,635,922,Def,2,778,Vadodra
120,Office Gifts,100,913,Abc,16,2028,Surat
121,Photo Frames,587,918,Def,3,3076,Matar
160,Customized Bottle,689,917,Jkl,32,1988,Nadiad
111,Show Piece,714,919,Dev,13,5668,Kheda
117,Hoardings,402,911,Zaki,11,4437,Surat
122,Photo Frames,643,918,Ghi,4,4871,Vadodra
145,Customized Bottle,741,915,Jkl,8,4691,Nadiad
142,Phone Cases,653,922,Jkl,2,500,Vadodra
148,Lightning Gift,674,922,Jkl,2,796,Vadodra
144,Customized Bottle,657,921,Jkl,2,19166,Vadodra
139,Lippan Art,1299,914,Hriday,2,500,Ahmedabad
111,Photo Frames,598,922,Vishwam,6,500,Vadodra
116,Banner Printing,286,917,Ghi,3,4173,Ahmedabad
136,Visiting Card,543,912,Zaki,2,13441,Ahmedabad
151,Phone Cases,329,915,Zaki,2,4352,Matar
141,Visiting Card,367,916,Jkl,2,500,Ahmedabad
163,Customized Bottle,550,914,Zaki,2,2933,Nadiad
119,Lippan Art,338,918,Ghi,5,528,Surat
144,Photo Frames,384,916,Ghi,8,7343,Surat
120,Banner Printing,310,917,Hriday,2,1287,Surat
151,Show Piece,310,919,Vishwam,33,4777,Ahmedabad
159,Phone Cases,245,914,Vishwam,4,604,Vadodra
155,Banner Printing,100,912,Dev,4,500,Surat
153,Customized Bottle,371,920,Zaki,100,6578,Nadiad
121,Office Gifts,400,915,Ghi,6,4586,Ahmedabad
155,Lightning Gift,549,920,Jkl,2,500,Vadodra
146,Lippan Art,494,914,Ghi,5,500,Vadodra
119,Office Gifts,1173,919,Dev,4,2272,Ahmedabad
124,Phone Cases,469,920,Jkl,2,500,Vadodra
143,Banner Printing,100,916,Ghi,2,1054,Surat
122,Hoardings,100,915,Naitik,7,605,Surat
116,Customized Bottle,229,911,Dhruv,10,500,Nadiad
156,Office Gifts,438,919,Dhruv,2,17470,Ahmedabad
110,Visiting Card,210,917,Abc,3,1341,Ahmedabad
123,Phone Cases,327,915,Vishwam,5,500,Ahmedabad
145,Phone Cases,592,916,Vishwam,2,2406,Vadodra
113,Lightning Gift,455,919,Zaki,18,1416,Matar
115,Banner Printing,100,911,Vishwam,6,500,Surat
158,Animal Toys,472,921,Ghi,2,774,Ahmedabad
113,Photo Frames,100,917,Dhruv,22,1193,Surat
112,Banner Printing,400,914,Deep,2,857,Kheda
115,Office Gifts,1299,911,Vishwam,2,9220,Ahmedabad
115,Customized Bottle,259,919,Dhyey,10,11567,Nadiad
110,Office Gifts,401,917,Def,18,5172,Ahmedabad
110,Phone Cases,399,917,Dev,5,2503,Matar
163,Phone Cases,610,912,Vishwam,2,7949,Surat
151,Phone Cases,552,918,Def,2,1138,Vadodra
145,Show Piece,556,914,Abc,3,1114,Ahmedabad
122,Show Piece,477,922,Abc,15,1452,Ahmedabad
147,Hoardings,100,916,Naitik,10,1006,Surat
117,Lippan Art,100,921,Dhruv,3,500,Vadodra
110,Customized Bottle,1299,915,Dev,2,5392,Ahmedabad
122,Lippan Art,321,922,Dev,3,631,Matar
114,Animal Toys,302,912,Dev,2,735,Matar
160,Phone Cases,289,918,Abc,14,1082,Vadodra
116,Photo Frames,541,911,Dev,6,641,Matar
114,Animal Toys,506,915,Dev,2,580,Ahmedabad
114,Photo Frames,523,917,Ghi,76,6302,Matar
112,Customized Bottle,258,918,Jkl,5,7467,Matar
120,Visiting Card,513,918,Vishwam,61,500,Surat
133,Visiting Card,550,918,Dhyey,2,500,Kheda
116,Hoardings,412,917,Abc,2,500,Matar
134,Lightning Gift,715,916,Jkl,2,500,Ahmedabad
112,Sipper,649,916,Zaki,2,24826,Kheda
118,Visiting Card,1299,915,Def,8,500,Ahmedabad
112,Hoardings,780,911,Dev,10,683,Ahmedabad
130,Hoardings,100,913,Dhruv,10,500,Surat
110,Lippan Art,893,912,Ghi,6,6363,Ahmedabad
142,Lightning Gift,465,922,Dhruv,4,1977,Vadodra
124,Animal Toys,100,912,Dhruv,2,1125,Surat
112,Lightning Gift,627,917,Dev,2,1759,Ahmedabad
110,Office Gifts,127,917,Abc,5,21269,Ahmedabad
113,Lippan Art,1299,912,Abc,2,500,Ahmedabad
110,Lippan Art,222,914,Ghi,3,500,Kheda
110,Lippan Art,578,921,Dhyey,2,696,Kheda
119,Office Gifts,577,917,Zaki,13,16739,Ahmedabad
160,Customized Bottle,356,920,Abc,3,500,Vadodra
161,Photo Frames,296,913,Jkl,12,25000,Nadiad
120,Office Gifts,193,917,Hriday,5,5887,Matar
118,Hoardings,144,922,Dhruv,11,500,Surat
110,Lightning Gift,456,918,Abc,6,20724,Ahmedabad
143,Phone Cases,509,919,Vishwam,4,2174,Vadodra
110,Customized Bottle,457,921,Jkl,2,1520,Vadodra
140,Sipper,482,911,Zaki,99,500,Vadodra
116,Photo Frames,1264,919,Dhyey,7,20913,Matar
111,Lippan Art,1028,919,Dhyey,5,6444,Kheda
133,Hoardings,122,911,Dhruv,4,500,Surat
121,Animal Toys,100,915,Ghi,10,1214,Surat
146,Customized Bottle,557,918,Abc,27,2019,Ahmedabad
126,Banner Printing,221,912,Naitik,2,500,Ahmedabad
127,Phone Cases,634,920,Jkl,2,500,Vadodra
135,Hoardings,968,911,Abc,6,750,Ahmedabad
156,Photo Frames,270,920,Zaki,37,6045,Kheda
110,Show Piece,403,919,Ghi,10,5004,Kheda
126,Customized Bottle,1010,911,Zaki,15,8614,Surat
125,Sipper,633,919,Dev,34,4464,Ahmedabad
154,Animal Toys,479,920,Jkl,2,500,Vadodra
140,Sipper,450,911,Dhruv,2,2079,Surat
116,Sipper,276,918,Naitik,5,3700,Ahmedabad
124,Hoardings,392,912,Zaki,4,1510,Ahmedabad
117,Hoardings,326,920,Abc,5,8679,Vadodra
110,Phone Cases,405,914,Jkl,2,544,Ahmedabad
159,Customized Bottle,284,922,Zaki,42,25000,Surat
119,Banner Printing,374,913,Hriday,2,500,Ahmedabad
151,Lightning Gift,189,911,Naitik,2,500,Surat
113,Photo Frames,341,918,Deep,12,1390,Vadodra
144,Animal Toys,710,920,Jkl,4,500,Vadodra
121,Show Piece,1209,918,Naitik,2,2414,Ahmedabad
125,Lightning Gift,464,919,Dhruv,4,500,Vadodra
112,Lippan Art,255,911,Dhyey,26,2622,Kheda
111,Phone Cases,422,918,Dhyey,2,594,Vadodra
116,Animal Toys,100,916,Naitik,2,500,Surat
149,Sipper,322,914,Naitik,2,500,Surat
151,Phone Cases,212,918,Naitik,15,1024,Ahmedabad
110,Phone Cases,998,912,Dev,12,25000,Ahmedabad
147,Phone Cases,685,917,Vishwam,2,2122,Nadiad
157,Phone Cases,469,921,Vishwam,9,500,Vadodra
112,Customized Bottle,925,912,Ghi,2,500,Ahmedabad
146,Visiting Card,396,917,Abc,72,6941,Ahmedabad
126,Photo Frames,498,917,Naitik,2,1570,Vadodra
127,Customized Bottle,261,912,Zaki,43,9724,Nadiad
113,Visiting Card,450,914,Deep,9,1147,Kheda
146,Customized Bottle,545,916,Zaki,6,16477,Nadiad
122,Visiting Card,483,919,Dev,100,4897,Matar
145,Visiting Card,366,920,Dhruv,5,14283,Ahmedabad
122,Visiting Card,466,917,Vishwam,11,2719,Vadodra
149,Photo Frames,259,921,Dhruv,2,631,Surat
110,Show Piece,394,920,Dhruv,2,500,Vadodra
115,Customized Bottle,508,921,Ghi,24,1391,Vadodra
111,Office Gifts,729,917,Dhruv,8,6260,Surat
162,Customized Bottle,513,913,Zaki,9,8402,Nadiad
110,Sipper,315,911,Hriday,78,1696,Ahmedabad
110,Show Piece,211,912,Deep,18,25000,Ahmedabad
111,Hoardings,100,913,Naitik,7,500,Surat
121,Show Piece,100,918,Hriday,17,1026,Surat
163,Customized Bottle,438,914,Zaki,13,11144,Nadiad
115,Lippan Art,495,916,Def,3,11851,Ahmedabad
154,Visiting Card,223,915,Dhyey,2,1814,Ahmedabad
111,Animal Toys,343,920,Dhyey,8,850,Ahmedabad
163,Show Piece,555,921,Zaki,38,8209,Nadiad
154,Lightning Gift,219,921,Hriday,29,1667,Ahmedabad
158,Animal Toys,319,913,Vishwam,2,806,Ahmedabad
118,Hoardings,119,915,Ghi,40,7391,Surat
142,Office Gifts,496,914,Abc,2,1954,Vadodra
146,Sipper,270,913,Vishwam,2,500,Ahmedabad
140,Show Piece,621,915,Def,14,21478,Kheda
117,Lightning Gift,607,915,Abc,6,700,Vadodra
117,Customized Bottle,520,916,Deep,2,1890,Matar
117,Office Gifts,454,918,Def,2,8569,Ahmedabad
158,Show Piece,530,919,Zaki,8,500,Ahmedabad
114,Hoardings,375,914,Vishwam,3,500,Ahmedabad
112,Show Piece,216,911,Zaki,13,7281,Kheda
150,Lightning Gift,1299,919,Jkl,2,1699,Vadodra
153,Banner Printing,100,917,Ghi,2,20252,Surat
120,Lippan Art,1299,919,Dev,16,8307,Ahmedabad
152,Photo Frames,667,922,Deep,2,1826,Matar
110,Photo Frames,576,916,Jkl,2,866,Vadodra
138,Lightning Gift,481,915,Vishwam,2,3929,Ahmedabad
110,Photo Frames,1299,917,Vishwam,8,5668,Surat
112,Office Gifts,282,917,Abc,2,973,Ahmedabad
137,Lippan Art,697,918,Deep,7,4371,Kheda
151,Lightning Gift,451,919,Zaki,45,500,Ahmedabad
155,Sipper,606,919,Def,2,3432,Ahmedabad
110,Animal Toys,422,919,Dhruv,3,1443,Surat
118,Phone Cases,593,915,Vishwam,3,762,Matar
110,Office Gifts,1299,912,Vishwam,86,19984,Ahmedabad
110,Office Gifts,540,914,Abc,2,5993,Ahmedabad
142,Visiting Card,460,921,Naitik,2,858,Ahmedabad
144,Phone Cases,572,921,Hriday,7,500,Kheda
145,Customized Bottle,607,921,Ghi,2,1891,Vadodra
152,Visiting Card,365,913,Abc,2,8331,Nadiad
116,Photo Frames,377,914,Dhruv,5,500,Surat
111,Lightning Gift,563,920,Jkl,59,1173,Matar
118,Hoardings,561,913,Naitik,51,822,Surat
110,Lippan Art,492,918,Dhyey,16,9182,Kheda
110,Lippan Art,1299,916,Dev,2,10752,Ahmedabad
116,Hoardings,280,916,Deep,32,6763,Nadiad
147,Photo Frames,684,920,Deep,2,500,Matar
163,Animal Toys,232,917,Ghi,2,500,Ahmedabad
145,Animal Toys,621,921,Vishwam,4,884,Vadodra
110,Office Gifts,450,915,Ghi,5,20511,Nadiad
144,Lightning Gift,212,918,Abc,13,5666,Surat
153,Customized Bottle,445,918,Ghi,4,2084,Ahmedabad
120,Office Gifts,538,919,Zaki,12,23780,Vadodra
123,Hoardings,100,915,Dhruv,15,5670,Surat
110,Office Gifts,482,914,Dhyey,7,4042,Matar
162,Lightning Gift,494,921,Jkl,2,500,Vadodra
122,Banner Printing,100,918,Dhruv,2,753,Surat
117,Animal Toys,407,922,Ghi,8,500,Ahmedabad
115,Office Gifts,737,913,Ghi,11,4131,Matar
115,Banner Printing,210,914,Dhruv,4,500,Surat
153,Show Piece,606,919,Ghi,6,500,Ahmedabad
152,Customized Bottle,296,911,Naitik,60,1001,Surat
147,Lightning Gift,544,920,Naitik,20,25000,Ahmedabad
114,Office Gifts,1299,919,Deep,100,11665,Ahmedabad
151,Lightning Gift,670,918,Vishwam,2,1396,Vadodra
149,Lightning Gift,553,918,Def,2,2089,Vadodra
110,Animal Toys,137,921,Dhruv,76,500,Surat
110,Hoardings,425,911,Abc,23,4661,Ahmedabad
120,Banner Printing,100,913,Ghi,4,1125,Surat
119,Sipper,164,919,Hriday,8,1250,Surat
110,Office Gifts,1299,913,Naitik,2,500,Ahmedabad
125,Lippan Art,587,915,Hriday,2,500,Surat
152,Photo Frames,1299,914,Dev,83,8785,Ahmedabad
132,Hoardings,345,916,Jkl,68,2529,Kheda
112,Banner Printing,107,914,Naitik,11,500,Surat
117,Animal Toys,100,911,Dhruv,16,19431,Surat
119,Animal Toys,529,917,Hriday,6,500,Ahmedabad
112,Sipper,1299,916,Jkl,5,8437,Nadiad
122,Office Gifts,463,913,Dhyey,6,14689,Surat
163,Visiting Card,613,916,Ghi,2,990,Vadodra
114,Lippan Art,1271,920,Dhyey,43,1686,Kheda
111,Photo Frames,488,913,Dev,4,9689,Ahmedabad
161,Animal Toys,100,916,Abc,2,1697,Surat
110,Lippan Art,1299,913,Dev,9,500,Kheda
143,Banner Printing,100,920,Zaki,3,1186,Surat
150,Customized Bottle,926,914,Abc,12,8885,Nadiad
110,Office Gifts,100,917,Dhruv,36,7192,Surat
116,Sipper,380,917,Hriday,6,777,Kheda
144,Lightning Gift,708,922,Jkl,2,816,Vadodra
117,Office Gifts,366,913,Dev,5,2297,Matar
136,Phone Cases,695,922,Jkl,2,1731,Vadodra
144,Lightning Gift,698,920,Dev,2,500,Vadodra
115,Customized Bottle,856,912,Dhruv,2,500,Surat
118,Customized Bottle,910,911,Naitik,8,500,Surat
114,Lightning Gift,1286,919,Naitik,8,6820,Nadiad
142,Lippan Art,606,915,Vishwam,9,500,Kheda
110,Customized Bottle,445,915,Abc,2,500,Surat
110,Visiting Card,1299,920,Deep,2,6061,Ahmedabad
121,Lightning Gift,371,921,Zaki,2,7047,Surat
121,Office Gifts,1299,912,Zaki,3,12266,Nadiad
162,Phone Cases,1299,912,Zaki,27,10604,Nadiad
137,Sipper,557,913,Deep,2,13705,Vadodra
115,Banner Printing,461,916,Hriday,83,4431,Ahmedabad
136,Lippan Art,373,921,Dhyey,2,1708,Surat
151,Lightning Gift,423,921,Ghi,3,950,Vadodra
117,Phone Cases,625,913,Dhyey,3,1167,Kheda
121,Customized Bottle,262,920,Def,7,1289,Ahmedabad
114,Photo Frames,302,912,Ghi,40,618,Surat
110,Office Gifts,350,918,Vishwam,11,4526,Ahmedabad
111,Phone Cases,431,913,Vishwam,6,15807,Kheda
121,Animal Toys,234,915,Def,9,1223,Matar
114,Lippan Art,352,914,Hriday,7,5698,Surat
110,Show Piece,360,914,Zaki,2,1132,Ahmedabad
110,Office Gifts,380,916,Dev,6,3862,Matar
111,Office Gifts,1299,912,Dhyey,2,1219,Matar
113,Customized Bottle,362,918,Vishwam,2,1879,Vadodra
154,Banner Printing,100,911,Deep,2,1935,Ahmedabad
115,Lippan Art,367,913,Hriday,7,15282,Ahmedabad
110,Show Piece,256,919,Deep,2,5319,Ahmedabad
110,Lippan Art,275,918,Dhyey,12,4514,Kheda
118,Lightning Gift,553,913,Abc,2,2377,Ahmedabad
148,Sipper,636,920,Deep,2,2771,Vadodra
153,Phone Cases,397,920,Vishwam,2,500,Vadodra
121,Animal Toys,100,911,Dhruv,9,500,Surat
126,Animal Toys,1299,918,Ghi,18,10290,Matar
154,Phone Cases,609,921,Jkl,8,747,Vadodra
117,Lightning Gift,566,915,Deep,2,1824,Vadodra
143,Customized Bottle,620,918,Def,2,589,Ahmedabad
134,Hoardings,131,915,Abc,53,790,Ahmedabad
119,Phone Cases,513,917,Jkl,2,754,Vadodra
114,Lightning Gift,373,922,Jkl,2,1428,Vadodra
118,Sipper,438,913,Vishwam,12,1729,Vadodra
138,Banner Printing,564,913,Ghi,2,789,Ahmedabad
111,Lippan Art,255,914,Dhyey,14,22368,Kheda
156,Lippan Art,641,918,Jkl,4,1447,Vadodra
113,Banner Printing,214,917,Ghi,5,751,Surat
110,Animal Toys,282,917,Dhruv,3,11355,Ahmedabad
150,Hoardings,100,922,Hriday,7,1062,Surat
154,Lightning Gift,353,917,Def,2,867,Ahmedabad
131,Photo Frames,476,917,Deep,2,4391,Matar
153,Animal Toys,535,914,Deep,13,2721,Nadiad
112,Photo Frames,412,912,Deep,2,1350,Matar
117,Animal Toys,290,921,Ghi,3,500,Vadodra
110,Lightning Gift,362,916,Vishwam,2,2146,Vadodra
122,Customized Bottle,204,913,Zaki,26,2109,Surat
138,Photo Frames,572,922,Vishwam,2,500,Matar
138,Show Piece,381,918,Def,2,6816,Ahmedabad
163,Lightning Gift,794,914,Zaki,27,1826,Nadiad
112,Lippan Art,428,917,Vishwam,2,5810,Vadodra
115,Sipper,420,911,Dev,11,4670,Kheda
122,Photo Frames,616,916,Naitik,2,7739,Matar
110,Photo Frames,485,921,Dhyey,2,880,Kheda
114,Sipper,626,913,Deep,2,4122,Ahmedabad
134,Banner Printing,398,911,Def,2,916,Ahmedabad
133,Photo Frames,432,922,Dhruv,2,500,Vadodra
114,Banner Printing,696,914,Abc,5,500,Surat
122,Banner Printing,415,922,Vishwam,11,2038,Vadodra
153,Hoardings,232,916,Ghi,12,1054,Surat
110,Show Piece,339,920,Dhyey,7,4037,Surat
118,Office Gifts,286,914,Dev,2,5958,Surat
119,Show Piece,100,911,Ghi,5,500,Surat
151,Customized Bottle,284,916,Vishwam,11,500,Surat
125,Lippan Art,394,914,Hriday,22,1566,Ahmedabad
111,Animal Toys,100,915,Ghi,7,500,Surat
110,Lightning Gift,133,918,Dhruv,2,1035,Ahmedabad
147,Show Piece,478,918,Def,2,500,Vadodra
120,Lippan Art,349,913,Zaki,12,6013,Surat
114,Photo Frames,479,920,Abc,18,550,Surat
146,Office Gifts,401,915,Dhyey,2,2419,Ahmedabad
149,Customized Bottle,371,915,Deep,2,1099,Vadodra
116,Customized Bottle,401,911,Jkl,27,4138,Kheda
117,Animal Toys,339,920,Dhyey,7,1279,Surat
110,Show Piece,1299,914,Def,2,4131,Ahmedabad
110,Lippan Art,369,911,Dhyey,2,7405,Ahmedabad
138,Phone Cases,353,914,Hriday,2,500,Ahmedabad
118,Lightning Gift,353,917,Naitik,24,8077,Surat
